CustomerID,CountryCode,City,State,Zip
428584,521,Bonita,LA,71223
961569,258,Totowa,NJ,7512
488863,363,Millville,MA,1529
694905,430,Tripler Army Medical Ctr,HI,96859
768563,522,Mott,ND,58646
194454,12,Beallsville,MD,20839
476189,523,Narvon,PA,17555
786096,23,Fresno,CA,93706
557710,51,Cassadaga,NY,14718
861085,146,Princeton,NC,27569
374081,42,Tualatin,OR,97062
954614,524,Milnesand,NM,88125
687789,158,Springfield,MA,1139
563948,124,Waterman,IL,60556
319531,525,Myrtle,MO,65778
622824,509,Virginia Beach,VA,23455
725043,526,Wilkes Barre,PA,18773
882089,124,Ider,AL,35981
964283,208,Corpus Christi,TX,78415
335484,527,Arlington,VA,22244
424085,528,Baldwin City,KS,66006
162785,253,Aberdeen,ID,83210
210955,220,Riverton,CT,6065
884750,529,Heyburn,ID,83336
575116,530,Apache Junction,AZ,85119
757652,119,New Orleans,LA,70190
838027,531,Pensacola,FL,32534
879616,532,Emlyn,KY,40730
517817,533,Greenville,SC,29609
480982,534,Alpine,UT,84004
569298,535,Toledo,OH,43614
759808,536,Norwalk,CT,6855
321903,131,Kennard,IN,47351
290293,103,Westminster,VT,5158
143317,503,China Spring,TX,76633
809667,537,Dixie,WA,99329
523237,538,Galveston,TX,77555
633556,511,Pounding Mill,VA,24637
938396,539,Copeland,FL,33926
283154,8,Gretna,LA,70054
304382,540,Pleasant Unity,PA,15676
685306,82,Madison,WI,53703
153156,136,Sylva,NC,28779
306626,7,Fillmore,IN,46128
341823,364,Harleton,TX,75651
471637,8,Pleasant Grove,AL,35127
431532,5,Center Sandwich,NH,3227
781612,499,Ball,LA,71405
542082,541,Kinards,SC,29355
550764,266,Raleigh,NC,27690
154437,203,Davin,WV,25617
176482,542,Craigsville,WV,26205
666715,273,Willard,OH,44890
138019,540,Mammoth,PA,15664
842541,543,Cibola,AZ,85328
873670,363,Whitinsville,MA,1588
290646,544,Boca Raton,FL,33429
786408,130,Carle Place,NY,11514
559051,545,Jamaica,NY,11410
516893,500,Charleston,WV,25389
760501,385,Williamsburg,WV,24991
511609,506,New Waverly,IN,46961
868039,190,Farmington,GA,30638
469485,293,East Liverpool,OH,43920
264051,546,Pawnee Rock,KS,67567
583643,49,Yorba Linda,CA,92886
681669,547,Shenandoah,VA,22849
272735,56,Ocala,FL,34483
677434,12,Grant,IA,50847
985202,548,Wallace,SC,29596
996307,177,Blanchard,LA,71009
326436,549,Fort Bragg,CA,95437
412382,27,Dallas,TX,75373
536653,8,Nortonville,KS,66060
961962,497,Sumner,ME,4292
347222,49,French Lick,IN,47432
818991,62,Mabelvale,AR,72103
798815,550,Fort Wayne,IN,46808
396181,8,Watertown,WI,53094
715790,36,West Jefferson,OH,43162
366282,551,Williams,OR,97544
420178,552,Lake Waccamaw,NC,28450
742376,111,San Jose,CA,95196
490788,553,Springfield,WI,53176
600534,554,New Bern,NC,28560
373020,184,Fairfax,CA,94978
917053,555,Jim Thorpe,PA,18229
978259,520,Freeport,TX,77541
770283,556,Haven,KS,67543
522846,209,Fort Meade,SD,57741
490361,131,Newville,AL,36353
634421,455,Mentor,OH,44061
673541,557,Tipton,IA,52772
864503,558,Hope,ND,58046
422206,528,East Wenatchee,WA,98802
857332,559,Nubieber,CA,96068
171693,8,Birmingham,AL,35293
313842,187,Oshkosh,WI,54903
465030,546,Ellinwood,KS,67526
445222,130,Old Westbury,NY,11568
703376,111,San Jose,CA,95126
166058,196,Beverly Hills,FL,34465
344365,433,Smithland,KY,42081
943721,560,Refugio,TX,78377
798377,9,Birmingham,AL,35242
665127,561,New York City,NY,10096
272721,562,Venus,FL,33960
659738,563,Spring Hill,TN,37174
702625,201,North Las Vegas,NV,89036
462146,167,Phillipsport,NY,12769
796810,348,Trampas,NM,87576
453137,426,South Mills,NC,27976
114310,388,Lake Placid,NY,12946
740330,103,Bellows Falls,VT,5101
200325,174,Rushville,NE,69360
861734,564,Petersburg,VA,23805
586654,565,Mingus,TX,76463
673342,136,Altus,OK,73522
128935,566,Fanshawe,OK,74935
337405,567,Blue Grass,VA,24413
152914,363,Oakham,MA,1068
216967,2,Luverne,AL,36049
770846,568,Richmond,VA,23261
815534,460,Morrison,IA,50657
618048,103,South Newfane,VT,5351
456328,52,Newport,VA,24128
704021,305,Evansville,IN,47703
173346,200,Mckenzie,ND,58553
850385,410,Cincinnati,OH,45242
619779,569,West Sacramento,CA,95691
521177,570,Wolf Summit,WV,26462
910461,42,Saint James,MD,21781
962174,536,New Fairfield,CT,6812
648346,571,Holmes Mill,KY,40843
454793,461,East Fultonham,OH,43735
385006,572,Soperton,GA,30457
490144,573,Cerrillos,NM,87010
431839,574,Carlisle,LA,70042
890988,31,Wytheville,VA,24382
827505,575,Lawrenceville,PA,16929
353838,500,Cabin Creek,WV,25035
156077,493,Whitetop,VA,24292
438976,576,Essex Junction,VT,5452
910320,577,Big Stone Gap,VA,24219
591722,546,Lamar,MO,64759
872330,578,Cochrane,WI,54622
444949,160,Pembine,WI,54156
872654,383,Salter Path,NC,28575
986185,3,Eltopia,WA,99330
844541,326,Eveleth,MN,55734
839298,579,Jamestown,KS,66948
756664,459,Columbia,SC,29222
132984,580,Huntington,WV,25727
118770,581,Knoxville,TN,37918
650507,582,Erie,IL,61250
643566,583,Tangier,IN,47985
955134,431,Monroe,LA,71208
870420,9,Vincent,AL,35178
519038,520,Brazoria,TX,77422
223085,227,Afton,TN,37616
439016,584,Thorne Bay,AK,99919
862565,42,Hudson Falls,NY,12839
989000,16,Arlington,AZ,85322
362896,108,Wichita,KS,67220
926049,295,Macks Inn,ID,83433
459843,43,Coal City,IN,47427
133146,585,Palmer,TX,75152
455850,199,Hi Hat,KY,41636
293239,586,Nocatee,FL,33864
975677,127,Whitewater,MT,59544
288987,83,Arrow Rock,MO,65320
433857,12,Spring,TX,77386
133740,493,Sherman,TX,75090
575051,587,Kaysville,UT,84037
794901,482,Newton Center,MA,2459
337337,588,Sasser,GA,31785
826295,589,Kansas City,KS,66105
177290,590,Aurora,CO,80047
726248,46,Ripley,OH,45167
995771,99,Snyder,NE,68664
382461,591,Loco Hills,NM,88255
692171,592,Robinsonville,MS,38664
964808,593,Raymond,CA,93653
486036,101,Portland,OR,97232
627160,594,Henderson,KY,42420
478255,326,Saint Louis,MO,63133
268232,595,Helena,MT,59604
590738,49,Orlando,FL,32862
268130,76,Billings,MT,59104
134554,596,Spangle,WA,99028
450593,23,Prather,CA,93651
145436,597,Columbia,SC,29228
632032,8,Port Ludlow,WA,98365
403311,598,South Hadley,MA,1075
229609,599,Wabeno,WI,54566
163638,74,Monticello,MN,55362
956114,379,Cape Coral,FL,33915
294996,201,Abbotsford,WI,54405
851647,10,Carver,KY,41409
295139,337,Upper Darby,PA,19082
124330,203,Subiaco,AR,72865
768865,600,Clarita,OK,74535
383382,601,Dexter,KS,67038
839905,49,Orlando,FL,32860
403443,486,Flint,MI,48503
635735,602,Nunapitchuk,AK,99641
670140,520,Manvel,TX,77578
539745,547,Yorktown,IA,51656
734697,603,East Brady,PA,16028
682989,604,Samuels,ID,83862
294222,605,Wickliffe,KY,42087
814417,535,Williamson,IA,50272
914370,172,South Milford,IN,46786
910679,315,Chincoteague Island,VA,23336
199911,397,Riley,IN,47871
442187,47,Warne,NC,28909
663220,606,Marathon,WI,54448
656534,18,Washington,DC,20444
651799,1,Mount Pocono,PA,18344
240385,607,Stonington,CT,6378
695928,528,Vanzant,MO,65768
720955,254,Homestead,PA,15120
193128,322,Temple Bar Marina,AZ,86443
857067,608,Manchester,GA,31816
457208,131,Pleasureville,KY,40057
380906,62,Grand Chain,IL,62941
159671,609,Macon,GA,31209
784910,610,Allison,TX,79003
524590,460,Reinbeck,IA,50669
848248,187,Shirland,IL,61079
526962,581,Knoxville,TN,37917
819541,611,Hanover,WI,53542
788970,371,Dover Plains,NY,12522
950290,337,Media,PA,19065
424176,554,Cove City,NC,28523
740094,612,Griffithville,AR,72060
635168,613,Ft Mitchell,KY,41017
143685,614,Laura,IL,61451
648027,8,Louisville,KY,40282
656432,475,Albuquerque,NM,87116
233593,42,Robbinston,ME,4671
861647,615,Bloomington,IL,61791
176650,214,Ironton,OH,45638
800814,3,Bloomington,NE,68929
276358,247,Oklahoma City,OK,73101
416730,220,New Hartford,CT,6057
905716,93,Decatur,AL,35609
652896,350,Baskerville,VA,23915
157830,616,New Lenox,IL,60451
903606,101,Portland,OR,97255
162319,617,West Jefferson,NC,28694
953616,141,Boody,IL,62514
821858,344,Stockton,CA,95205
657399,618,Sallisaw,OK,74955
329977,227,Patterson,IL,62078
607978,619,Guilford,IN,47022
720102,620,Maxton,NC,28364
156461,28,Hackettstown,NJ,7840
918076,227,Aleppo,PA,15310
921156,621,Dennison,OH,44621
881478,622,Laurel,MS,39443
147376,153,Burwell,NE,68823
631313,623,Grayridge,MO,63850
279056,624,Mishicot,WI,54228
426050,176,Oakland,TN,38060
881064,377,El Paso,TX,79926
550256,318,Cornettsville,KY,41731
606646,393,Newfield,ME,4056
301138,413,Gilmore City,IA,50541
682234,625,Laird Hill,TX,75666
423006,412,Eldorado Springs,CO,80025
715177,8,Birmingham,AL,35282
128540,55,Mobile,AL,36652
963266,12,Norristown,PA,19403
512420,42,Forest Lake,MN,55025
538297,626,Westville,SC,29175
607313,627,New Iberia,LA,70563
793658,628,Kirkland,AZ,86332
998891,629,Monroe,WI,53566
257050,630,San Angelo,TX,76901
805435,433,Blackstone,IL,61313
580582,482,Groton,MA,1470
716459,33,Palo Cedro,CA,96073
535988,631,Beaver Falls,PA,15010
118145,632,Heidelberg,MS,39439
638330,53,San Diego,CA,92196
555585,633,Saxe,VA,23967
314834,634,Weleetka,OK,74880
448490,287,Sherburn,MN,56171
868865,635,Roanoke,VA,24045
865933,636,East Orleans,MA,2643
155709,12,Dayton,OH,45412
610111,101,Portland,OR,97203
664603,163,Houston,TX,77078
859145,266,Raleigh,NC,27601
479240,180,Saint Marys City,MD,20686
730014,637,Polaris,MT,59746
811188,638,West Memphis,AR,72303
900511,639,Wilcox,PA,15870
911782,157,Edgewater,MD,21037
651352,640,Nolan,TX,79537
279159,1,Mount Hermon,KY,42157
578410,164,Trenton,NJ,8609
743756,641,Kalaheo,HI,96741
336203,575,Mainesburg,PA,16932
348955,642,Wilkesville,OH,45695
551531,499,Hineston,LA,71438
499087,164,Kellysville,WV,24732
490568,581,Knoxville,TN,37923
958129,643,Benkelman,NE,69021
173881,220,Washington Depot,CT,6794
171318,537,Touchet,WA,99360
744924,644,Crosby,MN,56441
826352,645,Marietta,GA,30007
675330,646,Garrisonville,VA,22463
348612,337,Selma,IN,47383
723677,647,Columbia,CT,6237
469305,648,Hastings,MN,55033
564396,229,Wonder Lake,IL,60097
894304,18,Washington,DC,20586
447929,649,Mid Florida,FL,32745
990341,214,Ellwood City,PA,16117
142132,101,Portland,OR,97207
738569,295,Lysite,WY,82642
960488,635,Roanoke,VA,24030
427707,454,Hernandez,NM,87537
904903,12,Mainland,PA,19451
558980,140,Nankin,OH,44848
728639,650,Megargel,TX,76370
990660,115,North Hollywood,CA,91618
724942,651,Campton,KY,41301
349949,500,Charleston,WV,25320
269145,47,Orange Park,FL,32065
517795,652,Avoca,MN,56114
808683,422,Montour Falls,NY,14865
769949,12,Havana,KS,67347
773251,653,Kinston,AL,36453
157605,78,White Pigeon,MI,49099
432874,101,Portland,OR,97266
266517,654,Rock Falls,WI,54764
287234,268,Hot Springs National Park,AR,71903
715699,655,Luxemburg,WI,54217
791796,440,Tucson,AZ,85717
423476,656,Tulia,TX,79088
781852,550,Fort Wayne,IN,46866
113138,657,Briggsdale,CO,80611
177820,658,Woodstock,NH,3293
863710,574,Carlisle,LA,70042
332897,191,Anthony,NM,88021
844768,659,Meraux,LA,70075
939744,297,Milan,KS,67105
596386,46,Horton,KS,66439
635085,176,Boomer,WV,25031
770887,660,Cherokee,OK,73728
663340,505,North Kingsville,OH,44068
475292,528,Gardnerville,NV,89410
515944,185,Boston,MA,2222
131132,164,Jamestown,PA,16134
463031,410,Cincinnati,OH,45253
546056,637,Wise River,MT,59762
338592,5,Lanark,IL,61046
780592,661,Ashuelot,NH,3441
162437,662,Alexandria,VA,22304
282256,663,Clarksburg,PA,15725
404516,664,Solomons,MD,20688
314807,317,Dixie,GA,31629
808271,176,Lexington,KY,40593
821532,665,Mead,WA,99021
467460,324,Albion,ME,4910
639215,12,Valley Forge,PA,19483
295336,607,Norwich,CT,6360
312811,666,Kahului,HI,96732
358423,566,Pocola,OK,74902
760812,667,Harmony,RI,2829
769303,668,Wesley Chapel,FL,33545
152414,185,Wyandanch,NY,11798
832886,385,Fairlea,WV,24902
468717,669,Gagetown,MI,48735
251708,247,Oklahoma City,OK,73194
775726,136,Elkville,IL,62932
195807,151,Larchwood,IA,51241
681385,364,Modale,IA,51556
487183,263,Auburn,NH,3032
337748,405,Maryland Line,MD,21105
926625,482,Framingham,MA,1702
460504,617,Laurel Springs,NC,28644
790668,406,Jamesville,NY,13078
726990,188,Rochester,MI,48307
526477,670,Bonlee,NC,27213
469323,351,Widnoon,PA,16261
116861,671,Justice,WV,24851
468245,672,Humboldt,SD,57035
365429,176,Keisterville,PA,15449
430984,673,Albany,TX,76430
240774,322,Valentine,AZ,86437
292037,674,Beggs,OK,74421
529687,675,Stonewall,LA,71078
364641,676,Pine City,NY,14871
271618,337,Colcord,OK,74338
926284,677,Suring,WI,54174
224385,480,Gunnison,MS,38746
266007,678,Surrency,GA,31563
277807,408,Kamas,UT,84036
221301,418,Wheatley,AR,72392
176357,679,Baton Rouge,LA,70819
899025,680,Tulsa,OK,74193
689735,563,Columbia,TN,38402
274798,55,Creola,AL,36525
814692,387,Pengilly,MN,55775
365311,540,Manor,PA,15665
146994,681,Orla,TX,79770
556883,643,Haigler,NE,69030
673517,581,Cushing,ME,4563
673602,287,Hobe Sound,FL,33475
678937,528,Minden,NV,89423
146167,682,Ocilla,GA,31774
350325,621,Mineral City,OH,44656
309193,547,Essex,IA,51638
663004,683,Red Wing,MN,55066
188105,684,Stonyford,CA,95979
464311,685,Quality,KY,42268
358946,176,Dickerson Run,PA,15430
449728,258,Totowa,NJ,7512
353324,329,Jefferson City,MO,65104
725816,686,Tuleta,TX,78162
191837,503,Waco,TX,76701
209953,3,Preston,ID,83263
851514,687,Loco,OK,73442
116881,108,Garden Plain,KS,67050
472851,688,Hollybush,KY,41823
670946,689,Morehouse,MO,63868
223092,690,Acme,LA,71316
849584,685,Quality,KY,42268
176870,180,Morganza,MD,20660
519176,455,Crown Point,IN,46307
464209,131,Puryear,TN,38251
991036,691,Teigen,MT,59084
935891,273,Kinde,MI,48445
247537,60,Dearborn,MI,48126
818406,680,Tulsa,OK,74105
643938,185,West Sayville,NY,11796
941810,388,Byfield,MA,1922
891455,363,Berlin,MD,21811
679402,8,Reynoldsville,PA,15851
349361,692,Coleville,CA,96107
626973,187,Rockford,IL,61125
320561,341,Chattahoochee,FL,32324
938310,290,Ansonia,CT,6401
600632,387,Grand Rapids,MN,55744
566953,409,Alta,IA,51002
419239,693,Sylvester,TX,79560
219750,161,Arcadia,SC,29320
690557,694,Stacyville,IA,50476
494445,695,Whitesboro,NY,13492
267187,152,San Francisco,CA,94168
229072,696,Tucson,AZ,85757
447531,7,Worthington,MO,63567
313149,42,Jonesport,ME,4649
208863,42,Elrama,PA,15038
655131,8,Chaumont,NY,13622
416097,396,Elmhurst,NY,11373
444994,697,Earlysville,VA,22936
811810,92,Buffalo,NY,14223
517514,59,Des Moines,IA,50306
481944,639,Brandy Camp,PA,15822
621804,538,Texas City,TX,77591
269442,698,Mexican Springs,NM,87320
624868,699,Reno,NV,89521
496903,700,Whick,KY,41390
676968,509,Virginia Beach,VA,23464
914931,21,Lenzburg,IL,62255
922127,340,Polkville,NC,28136
237290,625,Price,TX,75687
670436,119,Morton,NY,14508
846203,440,Tucson,AZ,85750
726618,275,Corona,CA,92881
473339,41,Cecil,GA,31627
347053,571,Baxter,KY,40806
884276,17,Atlanta,GA,30301
964177,701,Carthage,MS,39051
705323,55,Eight Mile,AL,36613
594895,266,Raleigh,NC,27668
198259,702,La Luz,NM,88337
405258,389,Geneva,IN,46740
677436,173,Milwaukee,WI,53244
681377,561,New York City,NY,10259
152572,703,Fayette,UT,84630
123266,180,Ridge,MD,20680
336130,704,Yates Center,KS,66783
156033,705,Wolverine,MI,49799
376392,706,Dodge City,KS,67801
175112,707,Big Bend National Park,TX,79834
899559,115,Downey,CA,90240
975513,397,Saint Mary Of The Woods,IN,47876
388655,433,Springwater,NY,14560
948438,708,Glennville,CA,93226
815909,59,Des Moines,IA,50317
961921,523,Lancaster,PA,17604
556384,134,Accord,NY,12404
286613,709,Kannapolis,NC,28081
832849,523,Intercourse,PA,17534
816700,692,Lee Vining,CA,93541
608583,555,Baggs,WY,82321
613738,702,La Luz,NM,88337
400303,389,La Prairie,IL,62346
690078,710,Rushville,IN,46173
150126,711,American Falls,ID,83211
281863,561,New York City,NY,10040
517673,58,Stuyvesant,NY,12173
528289,227,Springfield,MO,65817
286750,707,Alpine,TX,79832
251546,439,Coker,AL,35452
581064,712,San Pablo,CO,81153
643020,8,Pine Bluff,AR,71611
138955,340,Norman,OK,73019
327962,226,Hazleton,IA,50641
786060,188,Bloomfield Hills,MI,48304
725297,713,Abbot,ME,4406
689215,714,Salida,CO,81201
952572,36,Silver Star,MT,59751
308279,715,Luning,NV,89420
859376,716,Menlo,GA,30731
851431,717,Bragg City,MO,63827
772566,222,Towanda,PA,18848
150598,128,Woodward,PA,16882
981076,58,Magnolia,AR,71753
873703,589,Kansas City,KS,66110
654752,410,Cincinnati,OH,45254
879259,553,East Troy,WI,53120
558331,103,Ballouville,CT,6233
630001,259,Grand Haven,MI,49417
810554,139,Neilton,WA,98566
582207,718,Grandview,TN,37337
271753,283,Brookline,MA,2446
800717,248,Mc Cordsville,IN,46055
809907,21,Belleville,IL,62222
160755,406,Warners,NY,13164
361846,719,Springfield,IL,62764
719891,603,Lucinda,PA,16235
706249,720,Brewster,MN,56119
843473,721,Union Furnace,OH,43158
976234,511,Amonate,VA,24601
889095,722,Perote,AL,36061
605972,18,Washington,DC,20210
144522,723,Tallahassee,FL,32312
961327,620,Shannon,NC,28386
380215,315,Atlantic,VA,23303
460085,724,Auburn,NY,13022
488651,725,Redmond,OR,97756
431761,553,Lake Geneva,WI,53147
682672,106,Waldoboro,ME,4572
966992,444,Cyclone,WV,24827
280646,295,Lander,WY,82520
895403,726,Milmay,NJ,8340
883978,727,Lula,MS,38644
253050,728,Minatare,NE,69356
308104,8,Dix,IL,62830
267237,8,La Fargeville,NY,13656
183621,254,Pittsburgh,PA,15274
553123,415,Newman,CA,95360
588658,71,Clearwater,FL,33757
549924,729,Belcamp,MD,21017
629182,531,Pensacola,FL,32526
891136,326,Duluth,MN,55806
994976,254,Brackenridge,PA,15014
625460,130,Freeport,NY,11520
296887,17,Atlanta,GA,31196
649522,167,Merom,IN,47861
324202,730,New Paris,OH,45347
824630,731,Wellborn,TX,77881
916609,47,Kansas City,MO,64166
694220,8,Littleton,CO,80162
922963,732,Mayersville,MS,39113
607557,12,Montgomery,AL,36131
607975,733,Orlando,FL,32815
277455,388,Center Cross,VA,22437
201252,57,Gladstone,ND,58630
910927,455,Summer Lake,OR,97640
172039,214,Saint Onge,SD,57779
384959,12,Flourtown,PA,19031
146320,177,Shreveport,LA,71108
495212,16,Wittmann,AZ,85361
716277,662,Alexandria,VA,22336
194302,607,Hanover,CT,6350
169896,227,Mosheim,TN,37818
514111,734,Callands,VA,24530
612922,526,Harleigh,PA,18225
866564,115,Long Beach,CA,90842
844300,234,Cool Ridge,WV,25825
417331,536,Canal Winchester,OH,43110
679519,313,Austin,TX,78763
671330,735,Anacoco,LA,71403
749664,736,Wilsonville,IL,62093
297809,178,Iowa City,IA,52246
692816,737,Hertel,WI,54845
111692,275,Desert Center,CA,92239
654489,738,Laurier,WA,99146
794488,680,Tulsa,OK,74110
569316,28,Rockfield,KY,42274
160361,17,Atlanta,GA,30327
807311,739,Vallecito,CA,95251
550651,740,Wood Lake,MN,56297
879169,512,Bellevue,NE,68005
717998,139,Montesano,WA,98563
228364,741,Hyden,KY,41749
116700,8,Westwego,LA,70094
915614,275,Temecula,CA,92589
182663,742,Columbus,GA,31901
667922,743,Jasper,MN,56144
741821,744,Cresson,PA,16630
542206,42,Central,UT,84722
574807,201,Las Vegas,NV,89147
120178,745,Loop,TX,79342
721206,396,Flushing,NY,11388
484474,384,Homer,MN,55942
440058,187,Pickett,WI,54964
781585,746,El Indio,TX,78860
854390,388,Newburyport,MA,1950
177153,143,Homestead,FL,33092
418662,318,Chavies,KY,41727
342518,124,Butler,IN,46721
348024,448,Indianola,IL,61850
278066,747,Fortuna,MO,65034
148260,748,Groom,TX,79039
390053,749,Planada,CA,95365
940878,569,Clarksburg,CA,95612
959792,176,Somerville,TN,38068
722221,8,Brookside,AL,35036
810748,212,Cave In Rock,IL,62919
584393,72,Plumsteadville,PA,18949
423559,750,Frankenmuth,MI,48787
259090,16,Gilbert,AZ,85233
637858,751,Auburn,WV,26325
678800,752,Goodwell,OK,73939
746459,190,Bishop,GA,30621
360917,26,Thorntown,IN,46071
898566,753,Tennessee,IL,62374
198109,225,Warren,OH,44486
617568,143,Miami,FL,33128
349372,60,Wyandotte,MI,48192
572309,363,Hubbardston,MA,1452
704008,263,Mc Gaheysville,VA,22840
740714,754,Prairie,AL,36771
612962,553,Lyons,WI,53148
771337,499,Lecompte,LA,71346
915300,755,Gatesville,NC,27938
570597,28,Harveysburg,OH,45032
843150,455,Hobart,IN,46342
254602,21,Smiths Creek,MI,48074
388463,185,Blue Point,NY,11715
604448,16,Phoenix,AZ,85025
270457,756,Samson,AL,36477
941647,157,Tracys Landing,MD,20779
753760,36,Camden,MS,39045
451482,757,Newry,PA,16665
789470,758,Whipholt,MN,56485
315382,537,Touchet,WA,99360
951350,12,Bryn Athyn,PA,19009
680110,561,New York City,NY,10046
528280,8,Marrero,LA,70072
935973,652,Eton,GA,30724
689620,124,Somonauk,IL,60552
442949,286,Frankfort,KS,66427
973488,36,Harrison,MT,59735
621401,436,Morgan,TX,76671
570186,759,New Haven,WV,25265
657370,205,Fayetteville,NC,28306
984088,476,New Johnsonville,TN,37134
628012,439,Buhl,AL,35446
657339,760,Waterproof,LA,71375
297169,136,Bridgeport,AL,35740
805360,379,North Fort Myers,FL,33918
719968,526,Wilkes Barre,PA,18773
158599,761,Dobbs Ferry,NY,10522
906453,762,Mc Crory,AR,72189
971647,51,Cherry Creek,NY,14723
683129,41,Chicago,IL,60670
883048,750,Saginaw,MI,48606
669089,763,Valley City,OH,44280
542465,624,Maribel,WI,54227
283392,632,Rose Hill,MS,39356
255218,36,Anderson,IN,46014
255919,146,Bromide,OK,74530
894170,754,Hickory Plains,AR,72066
336133,5,Sidon,MS,38954
551207,393,Benedict,NE,68316
894212,360,Middlebrook,VA,24459
844959,764,Barrington,NH,3825
442316,27,Dallas,TX,75371
579227,18,Washington,DC,20501
881549,41,Summit Argo,IL,60501
890980,388,Amesbury,MA,1913
502388,111,San Jose,CA,95192
915723,765,Schellsburg,PA,15559
321932,508,Toutle,WA,98649
553554,766,Hartwick,IA,52232
674605,501,Minneapolis,MN,55479
474810,667,Providence,RI,2918
750790,506,Fargo,ND,58126
393066,59,Stromsburg,NE,68666
666704,767,Montreal,WI,54550
411057,768,Taylors Falls,MN,55084
537751,158,Wilbraham,MA,1095
689517,16,Sun City West,AZ,85375
138678,726,Newtonville,NJ,8346
244484,769,Charlotte,AR,72522
289424,770,Frenchglen,OR,97736
345306,771,Downers Grove,IL,60515
216666,772,Merritt,MI,49667
430006,773,Bronson,TX,75930
474395,774,Cato,WI,54206
454671,775,Brownsville,TX,78523
784622,82,Madison,WI,53709
704656,128,State College,PA,16801
159343,497,Center Lovell,ME,4016
984246,70,Protivin,IA,52163
664863,179,Cohoes,NY,12047
434808,776,Rosendale,WI,54974
411812,708,Lebec,CA,93243
342506,214,Ellwood City,PA,16117
687524,777,Duluth,GA,30098
963398,363,Leicester,MA,1524
814106,49,Wells River,VT,5081
504765,635,Roanoke,VA,24005
759992,778,Canton,MN,55922
179369,42,Washington,KS,66968
643840,142,Jackson,MS,39202
804844,779,Peru,IL,61354
714137,780,Greenbush,MN,56726
642672,167,South Fallsburg,NY,12779
276718,321,Hilton Head Island,SC,29926
837851,178,Whiteland,IN,46184
486862,234,Mabscott,WV,25871
153708,415,Turlock,CA,95381
144869,598,Bloomery,WV,26817
918509,561,New York City,NY,10281
522882,523,Lincoln,NE,68505
322774,781,Jetersville,VA,23083
806291,782,Trenton,NJ,8641
983939,536,Sherman,CT,6784
621948,581,Knoxville,TN,37990
250618,92,Marilla,NY,14102
569849,27,Dallas,TX,75231
607546,136,Sherman,WV,26173
786068,152,San Francisco,CA,94138
208998,254,Sewickley,PA,15143
453609,736,Standard City,IL,62686
124019,660,Cherokee,OK,73728
511172,783,Bottineau,ND,58318
210119,179,Albany,NY,12232
476505,784,Kernersville,NC,27285
198777,785,Rio Creek,WI,54231
967670,46,Green Bay,WI,54313
576084,106,Wellston,OK,74881
616673,448,Abbeville,LA,70511
730746,786,Charleston,SC,29424
292118,715,Keyser,WV,26726
952781,147,Philadelphia,PA,19115
214228,136,Sandgap,KY,40481
866248,787,Sherwood,MI,49089
656664,119,New Orleans,LA,70186
434883,348,Taos,NM,87571
262932,788,Boone Grove,IN,46302
123999,275,San Jacinto,CA,92583
449598,789,Portsmouth,VA,23703
579735,318,Houston,AR,72070
590746,488,Covington,GA,30015
631225,305,Evansville,IN,47725
900359,790,Patterson,NC,28661
643468,791,Uvalde,TX,78802
818168,413,Renwick,IA,50577
693102,792,Mount Vernon,KY,40456
482308,793,Saint Louis,MO,63163
150441,459,Plymouth,OH,44865
649895,794,Avon By The Sea,NJ,7717
139977,205,Newburg,PA,17240
204398,581,Knoxville,TN,37924
796022,577,Saint Paul,VA,24283
388716,795,Hardwick,VT,5843
563487,796,Muses Mills,KY,41065
236169,513,Lake Charles,LA,70607
571584,797,Monroe,OR,97456
782733,16,Mesa,AZ,85213
441549,39,Fogelsville,PA,18051
310533,487,Baltimore,MD,21231
556175,634,Boley,OK,74829
428137,29,Chantilly,VA,20151
263367,79,Milbank,SD,57252
348768,455,Silver Bay,MN,55614
374848,749,Le Grand,CA,95333
505320,440,Tucson,AZ,85750
765541,222,Rome,PA,18837
418852,16,Chandler,AZ,85225
990332,227,East Durham,NY,12423
848322,134,Kerhonkson,NY,12446
501510,798,Wolsey,SD,57384
916024,93,Falkville,AL,35622
605805,799,Alburg,VT,5440
680938,800,Burnwell,WV,25034
744332,377,San Elizario,TX,79849
298886,59,Luck,WI,54853
567677,767,Modena,UT,84753
463942,156,Oakland,CA,94605
833905,761,Peekskill,NY,10566
158858,580,Huntington,WV,25720
823918,115,Pasadena,CA,91114
408977,801,South Otselic,NY,13155
857522,802,El Campo,TX,77437
734056,195,Crofton,KY,42217
937951,268,Mountain Pine,AR,71956
992444,803,Willcox,AZ,85644
997096,706,Wright,KS,67882
200967,167,Bristol,TN,37620
435871,487,Baltimore,MD,21263
136054,36,Edwardsville,IL,62025
209712,268,Lonsdale,AR,72087
410558,433,Dwight,IL,60420
264781,804,Verbena,AL,36091
387387,536,Stratford,CT,6614
463741,1,Rochester,NY,14602
402162,44,Simi Valley,CA,93099
917791,387,Grand Rapids,MN,55744
322671,598,Southampton,MA,1073
530503,8,Bartow,GA,30413
806258,805,Rayle,GA,30660
781240,806,Columbus,MS,39701
393998,582,Rock Falls,IL,61071
664828,106,Lamona,WA,99144
469472,248,Southwest Harbor,ME,4679
926364,483,Buffalo,KS,66717
998777,544,Jupiter,FL,33468
396718,92,Erie,PA,16504
